id,vintage,wine,format,Region,Quantity,Reserve,Condition Issue,country,dessert_hit,bare_pt,shipper_hit,producer_id_drop,cond_decision,wine_type,classify_reason,country_code
10890016,2008,Bodegas Olarra Rioja Otonal Reserva,750ml,"Spain, Rioja",3,25,Light label condition issue,Spain,False,False,False,False,keep,Red,red appellation default,ES
10889743,2015,Bodegas Ondarre Ondarre Rioja Reserva,750ml,"Spain, Rioja",3,20,,Spain,False,False,False,False,keep,Red,red appellation default,ES
10889967,1999,Bosquet des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",1,35,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10888093,1997,Bouchard Pere et Fils Beaune Clos de la Mousse,750ml,"France, Burgundy, Côte d'Or",11,60,,France,False,False,False,False,keep,Red,pass2: bare Beaune premier cru (no Blanc stated) -- predominantly red,FR
10888135,1999,Bouchard Pere et Fils Pommard Chanlins,750ml,"France, Burgundy, Côte d'Or",1,50,Light label condition issue,France,False,False,False,False,keep,Red,pass2: Pommard is a red-only appellation,FR
10888119,2001,Ca' del Bosco Pinero,750ml,"Italy, Lombardy",6,35,,Italy,False,False,False,False,keep,Red,pass5 manual: 'Pinero' is Ca' del Bosco's varietal Pinot Nero (Pinot Noir) still red,IT
10890075,2004,Cantina Del Glicine Barbaresco Vigneto Cura,750ml,"Italy, Piedmont, Barbaresco",6,30,Light label condition issue,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10889971,2010,Cantina Del Pino Barbaresco,750ml,"Italy, Piedmont, Barbaresco",12,30,,Italy,False,False,False,False,keep,Red,pass2: Barbaresco is a 100% red Nebbiolo DOCG,IT
10889800,2004,Capanna Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",8,45,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889865,2004,Capanna Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",4,45,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889866,2004,Capanna Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",1,45,Base neck fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889848,2008,Capanna Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",1,40,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889896,2010,Capanna Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",12,70,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889701,2013,Capanna Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",12,60,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10888025,1997,Capanna Brunello di Montalcino Riserva,750ml,"Italy, Tuscany, Brunello di Montalcino",1,75,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10888087,2012,Cappellano Barbera d'Alba Gabutti,750ml,"Italy, Piedmont, Barbera di Alba",12,50,,Italy,False,False,False,False,keep,Red,pass2: Barbera is a red grape,IT
10888147,2014,Cappellano Barbera d'Alba Gabutti,750ml,"Italy, Piedmont, Barbera di Alba",1,60,Light label condition issue,Italy,False,False,False,False,keep,Red,pass2: Barbera is a red grape,IT
10889834,2008,Casanova di Neri Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",1,55,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889890,2006,Cascina Ballarin Barolo,750ml,"Italy, Piedmont, Barolo",1,30,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890053,2007,Cascina Ballarin Barolo,375ml,"Italy, Piedmont, Barolo",7,20,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889962,2010,Cascina Ballarin Barolo,375ml,"Italy, Piedmont, Barolo",11,20,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889787,2004,Cascina Ballarin Barolo Bricco Rocca,750ml,"Italy, Piedmont, Barolo",1,50,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890070,2015,Cascina Ballarin Barolo Tre Ciabot,375ml,"Italy, Piedmont, Barolo",12,20,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10882851,1996,Castello dei Rampolla d' Alceo,750ml,"Italy, Tuscany",3,140,,Italy,False,False,False,False,keep,Red,pass5 manual: d'Alceo is a Cabernet Sauvignon/Petit Verdot Super Tuscan red,IT
10882850,1997,Castello dei Rampolla Sammarco,750ml,"Italy, Tuscany",5,85,,Italy,False,False,False,False,keep,Red,pass5 manual: Sammarco is a Cabernet-based Super Tuscan red,IT
10890092,2010,Castello di Ama Chianti Classico Ama,750ml,"Italy, Tuscany, Chianti Classico",1,40,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890048,2013,Castello di Ama Chianti Classico Ama,750ml,"Italy, Tuscany, Chianti Classico",10,35,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889849,2004,Castello di Monsanto Chianti Classico Riserva,750ml,"Italy, Tuscany, Chianti Classico",1,35,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889864,2004,Castello di Monsanto Chianti Classico Riserva,750ml,"Italy, Tuscany, Chianti Classico",1,35,"Base neck fill
Light label condition issue",Italy,False,False,False,False,keep,Red,red appellation default,IT
10889754,2007,Castello di Monsanto Chianti Classico Riserva,750ml,"Italy, Tuscany, Chianti Classico",2,40,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889850,2007,Castello di Monsanto Chianti Classico Riserva,750ml,"Italy, Tuscany, Chianti Classico",1,40,Label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889891,2008,Castello Di Vicchiomaggio Chianti Classico Agostino Petri Riserva,750ml,"Italy, Tuscany, Chianti Classico",3,20,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889727,2008,Castello Di Vicchiomaggio Ripa delle More,750ml,"Italy, Tuscany",6,20,Base neck fill,Italy,False,False,False,False,keep,Red,pass5 manual: Chianti Classico Riserva red,IT
10890116,2004,Castello La Leccia Chianti Classico Gran Selezione Bruciagna Riserva,750ml,"Italy, Tuscany, Chianti Classico",7,30,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890114,2004,Castello La Leccia Chianti Classico Gran Selezione Bruciagna Riserva,750ml,"Italy, Tuscany, Chianti Classico",3,30,Base neck fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890113,2004,Castello La Leccia Chianti Classico Gran Selezione Bruciagna Riserva,750ml,"Italy, Tuscany, Chianti Classico",1,30,Very top shoulder fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10882844,2010,Castiglion del Bosco Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",8,55,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10888080,2018,Cerbaiola (Salvioni) Rosso di Montalcino,750ml,"Italy, Tuscany, Rosso di Montalcino",12,35,,Italy,False,False,False,False,keep,Red,red colour word,IT
10888127,2015,Cerbaiona Rosso di Montalcino,750ml,"Italy, Tuscany, Rosso di Montalcino",9,65,,Italy,False,False,False,False,keep,Red,red colour word,IT
10888031,2016,Cerbaiona Rosso di Montalcino,750ml,"Italy, Tuscany, Rosso di Montalcino",12,50,,Italy,False,False,False,False,keep,Red,red colour word,IT
10888079,2017,Cerbaiona Rosso di Montalcino,750ml,"Italy, Tuscany, Rosso di Montalcino",12,50,,Italy,False,False,False,False,keep,Red,red colour word,IT
10889840,2004,Ceretto Barolo Zonchera,750ml,"Italy, Piedmont, Barolo",3,40,Light label condition issue,Italy,False,False,False,False,keep,Red,red appellation default,IT
10889846,2004,Ceretto Barolo Zonchera,750ml,"Italy, Piedmont, Barolo",2,40,"Base neck fill
Light label condition issue",Italy,False,False,False,False,keep,Red,red appellation default,IT
10890112,2009,Château Artigues Arnaud,750ml,"France, Bordeaux, Pauillac",1,20,,France,False,False,False,False,keep,Red,red appellation default,FR
10889731,2009,Chateau Bellevue La Foret Cotes du Frontonnais Optimum,750ml,"France, Southwest France, Cotes du Frontonnais",6,20,,France,False,False,False,False,keep,Red,red appellation default,FR
10896283,2021,Château Beychevelle,750ml,"France, Bordeaux, St.-Julien",3,85,,France,False,False,False,False,keep,Red,red appellation default,FR
10888303,1998,Château Bourgneuf-Vayron,750ml,"France, Bordeaux, Pomerol",1,40,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10889096,2023,Château Branaire-Ducru,750ml,"France, Bordeaux, St.-Julien",1,60,,France,False,False,False,False,keep,Red,red appellation default,FR
10888357,2005,Château Carbonnieux (Blanc),750ml,"France, Bordeaux, Graves",1,55,,France,False,False,False,False,keep,White,white colour word,FR
10888391,2009,Château Carbonnieux (Blanc),750ml,"France, Bordeaux, Graves",1,35,Light label condition issue,France,False,False,False,False,keep,White,white colour word,FR
10890055,1995,Château Chasse-Spleen,750ml,"France, Bordeaux, Haut-Médoc",4,40,,France,False,False,False,False,keep,Red,red appellation default,FR
10890057,1995,Château Chasse-Spleen,750ml,"France, Bordeaux, Haut-Médoc",1,40,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10890058,1995,Château Chasse-Spleen,750ml,"France, Bordeaux, Haut-Médoc",1,40,"Very top shoulder fill
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10890056,1995,Château Chasse-Spleen,750ml,"France, Bordeaux, Haut-Médoc",1,40,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10882366,1989,Château Cordeillan Bages,750ml,"France, Bordeaux, Pauillac",1,65,,France,False,False,False,False,keep,Red,red appellation default,FR
10882767,2015,Château Dalem,750ml,"France, Bordeaux, Fronsac",1,25,,France,False,False,False,False,keep,Red,red appellation default,FR
10889706,1994,Chateau de Beaucastel Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",5,90,,France,False,False,False,False,keep,Red,red appellation default,FR
10890139,1995,Chateau de Beaucastel Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",12,105,,France,False,False,False,False,keep,Red,red appellation default,FR
10890104,2011,Chateau de Beaucastel Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",6,70,,France,False,False,False,False,keep,Red,red appellation default,FR
10882074,2015,Chateau de Beaucastel Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",12,115,,France,False,False,False,False,keep,Red,red appellation default,FR
10889973,1999,Chateau de la Gardine Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",1,40,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10888074,2002,Chateau de la Maltroye Bourgogne,750ml,"France, Burgundy",12,25,,France,False,False,False,False,keep,Red,red appellation default,FR
10888193,2002,Chateau de la Maltroye Bourgogne,750ml,"France, Burgundy",4,150,,France,False,False,False,False,keep,Red,red appellation default,FR
10888069,1999,Chateau de la Maltroye Chassagne-Montrachet Clos St. Jean Rouge,750ml,"France, Burgundy, Côte d'Or",12,40,,France,False,False,False,False,keep,Red,red colour word,FR
10888454,1990,Chateau de Pibarnon Bandol,750ml,"France, Provence, Bandol",1,130,,France,False,False,False,False,keep,Red,special-case rule -> Red,FR
10882890,2014,Chateau D'Esclans Rose Garrus,750ml,"France, Provence, Cotes de Provence",1,50,,France,False,False,False,False,keep,Rose,rose colour word,FR
10888448,2011,Château Duhart-Milon-Rothschild,750ml,"France, Bordeaux, Pauillac",1,80,,France,False,False,False,False,keep,Red,red appellation default,FR
10888095,2004,Château Fombrauge,750ml,"France, Bordeaux, St.-Émilion",10,35,,France,False,False,False,False,keep,Red,red appellation default,FR
10888096,2004,Château Fombrauge,750ml,"France, Bordeaux, St.-Émilion",2,35,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10888091,2005,Château Fombrauge,750ml,"France, Bordeaux, St.-Émilion",12,35,,France,False,False,False,False,keep,Red,red appellation default,FR
10888126,2006,Château Fombrauge,750ml,"France, Bordeaux, St.-Émilion",12,30,,France,False,False,False,False,keep,Red,red appellation default,FR
10889181,2006,Château Fombrauge,750ml,"France, Bordeaux, St.-Émilion",12,30,,France,False,False,False,False,keep,Red,red appellation default,FR
10888118,2007,Château Fombrauge,750ml,"France, Bordeaux, St.-Émilion",12,30,,France,False,False,False,False,keep,Red,red appellation default,FR
10889958,2003,Château Fonbadet,750ml,"France, Bordeaux, Pauillac",7,25,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10889957,2003,Château Fonbadet,750ml,"France, Bordeaux, Pauillac",2,25,,France,False,False,False,False,keep,Red,red appellation default,FR
10889959,2009,Château Fonbadet,750ml,"France, Bordeaux, Pauillac",1,30,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10890079,2010,Château Gaudin,750ml,"France, Bordeaux, Pauillac",12,25,,France,False,False,False,False,keep,Red,red appellation default,FR
10888061,2000,Château Gombaude-Guillot,750ml,"France, Bordeaux, Pomerol",21,55,,France,False,False,False,False,keep,Red,red appellation default,FR
10888060,2000,Château Gombaude-Guillot,750ml,"France, Bordeaux, Pomerol",1,55,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10888062,2000,Château Gombaude-Guillot,750ml,"France, Bordeaux, Pomerol",1,55,Very top shoulder fill,France,False,False,False,False,keep,Red,red appellation default,FR
10888064,2000,Château Gombaude-Guillot,750ml,"France, Bordeaux, Pomerol",1,55,Base neck fill,France,False,False,False,False,keep,Red,red appellation default,FR
10888447,1998,Château Haut-Bailly,750ml,"France, Bordeaux, Graves",1,85,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10882693,2010,Château Haut-Bailly,750ml,"France, Bordeaux, Graves",1,150,,France,False,False,False,False,keep,Red,red appellation default,FR
10882776,2016,Château Haut-Bailly,750ml,"France, Bordeaux, Graves",1,120,,France,False,False,False,False,keep,Red,red appellation default,FR
10888076,1996,Château La Croix de Gay,750ml,"France, Bordeaux, Pomerol",12,45,,France,False,False,False,False,keep,Red,red appellation default,FR
10889182,1996,Château La Croix de Gay,750ml,"France, Bordeaux, Pomerol",12,45,,France,False,False,False,False,keep,Red,red appellation default,FR
10888092,1998,Château La Croix de Gay,750ml,"France, Bordeaux, Pomerol",12,50,,France,False,False,False,False,keep,Red,red appellation default,FR
10889751,2010,Château La Tour L' Aspic,750ml,"France, Bordeaux, Pauillac",12,20,,France,False,False,False,False,keep,Red,red appellation default,FR
10889863,2010,Château La Vieille-Cure,750ml,"France, Bordeaux, Fronsac",8,35,,France,False,False,False,False,keep,Red,red appellation default,FR
10889889,2010,Château La Vieille-Cure,750ml,"France, Bordeaux, Fronsac",1,35,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10888457,2007,Château Larrivet-Haut-Brion Blanc,750ml,"France, Bordeaux, Graves",1,30,Base neck fill,France,False,False,False,False,keep,White,white colour word,FR
10888344,2009,Château Larrivet-Haut-Brion Blanc,750ml,"France, Bordeaux, Graves",2,35,Base neck fill,France,False,False,False,False,keep,White,white colour word,FR
10888404,2020,Château Le Rey Les Rocheuses,750ml,"France, Bordeaux, Cotes de Castillon",1,20,,France,False,False,False,False,keep,Red,red appellation default,FR
10888349,2011,Château L'Eglise-Clinet,750ml,"France, Bordeaux, Pomerol",1,115,,France,False,False,False,False,keep,Red,red appellation default,FR
10889094,2023,Château Leoville-Barton,750ml,"France, Bordeaux, St.-Julien",1,90,,France,False,False,False,False,keep,Red,red appellation default,FR
10889775,2000,Château Les Ormes-Sorbet,750ml,"France, Bordeaux, Haut-Médoc",3,20,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10889822,2009,Château Louvie,750ml,"France, Bordeaux, St.-Émilion",3,20,,France,False,False,False,False,keep,Red,red appellation default,FR
10889821,2009,Château Louvie,750ml,"France, Bordeaux, St.-Émilion",1,20,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10888430,2014,Château Lynch-Bages,750ml,"France, Bordeaux, Pauillac",2,120,,France,False,False,False,False,keep,Red,red appellation default,FR
10879108,2015,Château Lynch-Bages,750ml,"France, Bordeaux, Pauillac",1,130,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10889095,2023,Château Lynch-Bages,750ml,"France, Bordeaux, Pauillac",1,110,,France,False,False,False,False,keep,Red,red appellation default,FR
10879118,2024,Château Lynch-Bages Blanc de Lynch-Bages,750ml,"France, Bordeaux, Pauillac",2,70,Light label condition issue,France,False,False,False,False,keep,White,white colour word,FR
10889173,2005,Château Marjosse Blanc,750ml,"France, Bordeaux, Entre-Deux-Mers",12,15,,France,False,False,False,False,keep,White,white colour word,FR
10882341,1989,Château Meyney,750ml,"France, Bordeaux, St.-Estephe",2,70,"Light capsule condition issue
Top shoulder fill
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10888305,2007,Château Monbousquet Blanc,750ml,"France, Bordeaux, St.-Émilion",1,35,Light label condition issue,France,False,False,False,False,keep,White,white colour word,FR
10887923,2009,Château Nenin,750ml,"France, Bordeaux, Pomerol",2,65,,France,False,False,False,False,keep,Red,red appellation default,FR
10887922,2004,Château Pontet-Canet,750ml,"France, Bordeaux, Pauillac",1,105,,France,False,False,False,False,keep,Red,red appellation default,FR
10887921,2004,Château Pontet-Canet,750ml,"France, Bordeaux, Pauillac",1,105,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10889708,2000,Chateau Saint Cosme Gigondas,750ml,"France, Rhône Valley, Southern Rhône",7,30,,France,False,False,False,False,keep,Red,red appellation default,FR
10890064,2000,Chateau Saint Cosme Gigondas,750ml,"France, Rhône Valley, Southern Rhône",1,30,Light label condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10887924,2006,Château Smith-Haut-Lafitte,750ml,"France, Bordeaux, Graves",2,110,,France,False,False,False,False,keep,Red,red appellation default,FR
10888361,1999,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",1,50,"Light capsule condition issue
Base neck fill
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10888396,1999,Château Sociando-Mallet,750ml,"France, Bordeaux, Haut-Médoc",1,50,"Light capsule condition issue
Base neck fill",France,False,False,False,False,keep,Red,red appellation default,FR
10882877,1995,Château Troplong-Mondot,750ml,"France, Bordeaux, St.-Émilion",2,115,Light capsule condition issue,France,False,False,False,False,keep,Red,red appellation default,FR
10882883,1995,Château Troplong-Mondot,750ml,"France, Bordeaux, St.-Émilion",1,115,"Light capsule condition issue
Base neck fill
Light label condition issue",France,False,False,False,False,keep,Red,red appellation default,FR
10882884,1995,Château Troplong-Mondot,750ml,"France, Bordeaux, St.-Émilion",1,115,"Light capsule condition issue
Base neck fill",France,False,False,False,False,keep,Red,red appellation default,FR
10888337,1998,Chateau Vannieres Bandol,750ml,"France, Provence, Bandol",1,30,"Light capsule condition issue
Light label condition issue",France,False,False,False,False,keep,Red,special-case rule -> Red,FR
10890108,2004,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso Riserva,750ml,"Italy, Tuscany, Brunello di Montalcino",2,110,,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890109,2004,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso Riserva,750ml,"Italy, Tuscany, Brunello di Montalcino",1,110,Top shoulder fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10890110,2004,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso Riserva,750ml,"Italy, Tuscany, Brunello di Montalcino",1,110,Base neck fill,Italy,False,False,False,False,keep,Red,red appellation default,IT
10896492,2019,Claire Naudin Clematis Vitalba,750ml,France,1,45,,France,False,False,False,False,keep,Red,"pass5 manual: Claire Naudin's reputation is built on red Hautes-Cotes Pinot Noir -- hedged to red, low confidence, no region or colour word given",FR
10896494,2019,Claire Naudin Le Clou 34,750ml,France,1,35,,France,False,False,False,False,keep,Red,"pass5 manual: same producer default as Clematis Vitalba -- hedged to red, low confidence",FR
10890059,1999,Clos des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",4,80,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10890140,2000,Clos des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",12,80,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10882852,2005,Clos des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",8,130,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10889907,2011,Clos des Papes Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",3,80,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
10889744,2015,Clos du Mont Olivet Chateauneuf du Pape Cuvee du Papet,750ml,"France, Rhône Valley, Southern Rhône",10,45,,France,False,False,False,False,keep,Red,pass2: bare Chateauneuf-du-Pape (no Blanc stated) -- predominantly red,FR
